timestamp,value,label
1564713300000,46.52,0.0
1564713600000,47.88,0.0
1564713900000,47.88,0.0
1564714200000,52.92,0.0
1564714500000,47.6,0.0
1564714800000,47.68,0.0
1564715100000,37.48,0.0
1564715400000,34.48,0.0
1564715700000,36.84,0.0
1564716000000,35.16,0.0
1564716300000,37.8,0.0
1564716600000,37.0,0.0
1564716900000,36.28,0.0
1564717200000,36.96,0.0
1564717500000,36.36,0.0
1564717800000,38.0,0.0
1564718100000,34.2,0.0
1564718400000,69.64,0.0
1564718700000,78.8,0.0
1564719000000,51.32,0.0
1564719300000,36.04,0.0
1564719600000,39.56,0.0
1564719900000,36.44,0.0
1564720200000,35.68,0.0
1564720500000,35.88,0.0
1564720800000,39.84,0.0
1564721100000,33.96,0.0
1564721400000,32.56,0.0
1564721700000,28.76,0.0
1564722000000,39.92,0.0
1564722300000,45.8,0.0
1564722600000,64.96,0.0
1564722900000,81.08,0.0
1564723200000,73.76,0.0
1564723500000,47.64,0.0
1564723800000,42.08,0.0
1564724100000,145.16,0.0
1564724400000,112.16,0.0
1564724700000,129.48,0.0
1564725000000,153.32,0.0
1564725300000,146.48,0.0
1564725600000,154.32,0.0
1564725900000,155.32,0.0
1564726200000,157.12,0.0
1564726500000,136.88,0.0
1564726800000,67.36,0.0
1564727100000,65.8,0.0
1564727400000,65.32,0.0
1564727700000,63.8,0.0
1564728000000,68.0,0.0
1564728300000,62.8,0.0
1564728600000,66.16,0.0
1564728900000,67.12,0.0
1564729200000,72.68,0.0
1564729500000,67.44,0.0
1564729800000,70.72,0.0
1564730100000,73.0,0.0
1564730400000,70.32,0.0
1564730700000,71.32,0.0
1564731000000,71.16,0.0
1564731300000,65.68,0.0
1564731600000,79.88,0.0
1564731900000,71.32,0.0
1564732200000,72.96,0.0
1564732500000,68.16,0.0
1564732800000,76.08,0.0
1564733100000,80.2,0.0
1564733400000,81.0,0.0
1564733700000,65.76,0.0
1564734000000,69.28,0.0
1564734300000,72.0,0.0
1564734600000,68.04,0.0
1564734900000,66.0,0.0
1564735200000,70.08,0.0
1564735500000,67.2,0.0
1564735800000,65.0,0.0
1564736100000,65.04,0.0
1564736400000,74.32,0.0
1564736700000,66.44,0.0
1564737000000,47.12,0.0
1564737300000,46.64,0.0
1564737600000,47.2,0.0
1564737900000,49.16,0.0
1564738200000,48.2,0.0
1564738500000,48.76,0.0
1564738800000,53.8,0.0
1564739100000,48.52,0.0
1564739400000,51.24,0.0
1564739700000,53.4,0.0
1564740000000,52.12,0.0
1564740300000,55.64,0.0
1564740600000,65.56,0.0
1564740900000,67.4,0.0
1564741200000,65.24,0.0
1564741500000,63.24,0.0
1564741800000,61.12,0.0
1564742100000,60.72,0.0
1564742400000,59.84,0.0
1564742700000,58.24,0.0
1564743000000,56.84,0.0
1564743300000,53.44,0.0
1564743600000,59.56,0.0
1564743900000,53.4,0.0
1564744200000,53.68,0.0
1564744500000,61.72,0.0
1564744800000,70.2,0.0
1564745100000,55.96,0.0
1564745400000,55.88,0.0
1564745700000,57.8,0.0
1564746000000,53.92,0.0
1564746300000,51.68,0.0
1564746600000,40.08,0.0
1564746900000,36.24,0.0
1564747200000,40.44,0.0
1564747500000,38.92,0.0
1564747800000,39.92,0.0
1564748100000,35.6,0.0
1564748400000,36.56,0.0
1564748700000,39.08,0.0
1564749000000,37.16,0.0
1564749300000,38.0,0.0
1564749600000,40.76,0.0
1564749900000,41.2,0.0
1564750200000,40.32,0.0
1564750500000,38.04,0.0
1564750800000,44.04,0.0
1564751100000,42.4,0.0
1564751400000,40.96,0.0
1564751700000,40.88,0.0
1564752000000,41.32,0.0
1564752300000,41.68,0.0
1564752600000,44.0,0.0
1564752900000,42.72,0.0
1564753200000,41.68,0.0
1564753500000,41.76,0.0
1564753800000,45.44,0.0
1564754100000,44.96,0.0
1564754400000,50.52,0.0
1564754700000,47.76,0.0
1564755000000,46.44,0.0
1564755300000,46.48,0.0
1564755600000,45.8,0.0
1564755900000,47.56,0.0
1564756200000,49.56,0.0
1564756500000,48.76,0.0
1564756800000,47.72,0.0
1564757100000,50.36,0.0
1564757400000,46.8,0.0
1564757700000,48.4,0.0
1564758000000,51.76,0.0
1564758300000,51.0,0.0
1564758600000,50.16,0.0
1564758900000,53.12,0.0
1564759200000,50.12,0.0
1564759500000,47.52,0.0
1564759800000,44.88,0.0
1564760100000,40.44,0.0
1564760400000,40.2,0.0
1564760700000,38.72,0.0
1564761000000,36.76,0.0
1564761300000,39.84,0.0
1564761600000,40.64,0.0
1564761900000,48.12,0.0
1564762200000,43.16,0.0
1564762500000,37.64,0.0
1564762800000,36.0,0.0
1564763100000,38.96,0.0
1564763400000,40.08,0.0
1564763700000,34.6,0.0
1564764000000,34.0,0.0
1564764300000,35.0,0.0
1564764600000,34.44,0.0
1564764900000,38.92,0.0
1564765200000,43.36,0.0
1564765500000,47.0,0.0
1564765800000,45.4,0.0
1564766100000,41.92,0.0
1564766400000,38.8,0.0
1564766700000,39.96,0.0
1564767000000,40.8,0.0
1564767300000,45.88,0.0
1564767600000,46.4,0.0
1564767900000,43.2,0.0
1564768200000,39.16,0.0
1564768500000,38.8,0.0
1564768800000,37.0,0.0
1564769100000,33.76,0.0
1564769400000,32.12,0.0
1564769700000,32.52,0.0
1564770000000,43.48,0.0
1564770300000,32.84,0.0
1564770600000,35.52,0.0
1564770900000,36.32,0.0
1564771200000,38.64,0.0
1564771500000,38.88,0.0
1564771800000,38.84,0.0
1564772100000,39.24,0.0
1564772400000,41.08,0.0
1564772700000,34.76,0.0
1564773000000,30.72,0.0
1564773300000,31.16,0.0
1564773600000,31.48,0.0
1564773900000,32.24,0.0
1564774200000,31.32,0.0
1564774500000,29.64,0.0
1564774800000,31.68,0.0
1564775100000,30.08,0.0
1564775400000,29.52,0.0
1564775700000,28.44,0.0
1564776000000,34.08,0.0
1564776300000,51.08,0.0
1564776600000,49.68,0.0
1564776900000,40.76,0.0
1564777200000,38.4,0.0
1564777500000,37.0,0.0
1564777800000,31.8,0.0
1564778100000,33.16,0.0
1564778400000,30.32,0.0
1564778700000,28.8,0.0
1564779000000,28.76,0.0
1564779300000,29.56,0.0
1564779600000,32.12,0.0
1564779900000,31.6,0.0
1564780200000,32.16,0.0
1564780500000,31.44,0.0
1564780800000,33.88,0.0
1564781100000,31.48,0.0
1564781400000,32.84,0.0
1564781700000,30.76,0.0
1564782000000,31.0,0.0
1564782300000,26.8,0.0
1564782600000,27.68,0.0
1564782900000,26.56,0.0
1564783200000,28.0,0.0
1564783500000,28.72,0.0
1564783800000,25.72,0.0
1564784100000,29.2,0.0
1564784400000,23.88,0.0
1564784700000,25.04,0.0
1564785000000,23.8,0.0
1564785300000,23.28,0.0
1564785600000,22.68,0.0
1564785900000,21.0,0.0
1564786200000,22.2,0.0
1564786500000,22.56,0.0
1564786800000,25.08,0.0
1564787100000,26.56,0.0
1564787400000,23.56,0.0
1564787700000,22.84,0.0
1564788000000,24.4,0.0
1564788300000,26.96,0.0
1564788600000,24.4,0.0
1564788900000,23.08,0.0
1564789200000,22.56,0.0
1564789500000,20.0,0.0
1564789800000,27.16,0.0
1564790100000,23.68,0.0
1564790400000,37.08,0.0
1564790700000,30.32,0.0
1564791000000,28.24,0.0
1564791300000,23.2,0.0
1564791600000,25.24,0.0
1564791900000,32.28,0.0
1564792200000,24.28,0.0
1564792500000,22.6,0.0
1564792800000,24.08,0.0
1564793100000,36.16,0.0
1564793400000,42.76,0.0
1564793700000,49.52,0.0
1564794000000,49.84,0.0
1564794300000,48.4,0.0
1564794600000,35.76,0.0
1564794900000,29.72,0.0
1564795200000,27.44,0.0
1564795500000,28.92,0.0
1564795800000,28.36,0.0
1564796100000,30.48,0.0
1564796400000,38.16,0.0
1564796700000,37.12,0.0
1564797000000,35.84,0.0
1564797300000,23.2,0.0
1564797600000,45.72,0.0
1564797900000,24.96,0.0
1564798200000,24.6,0.0
1564798500000,23.44,0.0
1564798800000,24.52,0.0
1564799100000,25.6,0.0
1564799400000,31.2,0.0
1564799700000,29.32,0.0
1564800000000,30.36,0.0
1564800300000,29.68,0.0
1564800600000,33.04,0.0
1564800900000,29.32,0.0
1564801200000,30.52,0.0
1564801500000,29.96,0.0
1564801800000,35.28,0.0
1564802100000,28.12,0.0
1564802400000,31.36,0.0
1564802700000,28.04,0.0
1564803000000,22.36,0.0
1564803300000,25.08,0.0
1564803600000,20.88,0.0
1564803900000,21.4,0.0
1564804200000,20.12,0.0
1564804500000,19.84,0.0
1564804800000,58.56,0.0
1564805100000,72.28,0.0
1564805400000,32.64,0.0
1564805700000,21.84,0.0
1564806000000,18.84,0.0
1564806300000,20.04,0.0
1564806600000,24.36,0.0
1564806900000,19.72,0.0
1564807200000,19.44,0.0
1564807500000,17.88,0.0
1564807800000,20.28,0.0
1564808100000,20.08,0.0
1564808400000,28.88,0.0
1564808700000,38.32,0.0
1564809000000,51.12,0.0
1564809300000,62.28,0.0
1564809600000,58.12,0.0
1564809900000,30.0,0.0
1564810200000,37.84,0.0
1564810500000,116.36,0.0
1564810800000,100.76,0.0
1564811100000,138.6,0.0
1564811400000,130.44,0.0
1564811700000,135.36,0.0
1564812000000,134.4,0.0
1564812300000,138.56,0.0
1564812600000,58.4,0.0
1564812900000,46.32,0.0
1564813200000,47.68,0.0
1564813500000,41.6,0.0
1564813800000,47.2,0.0
1564814100000,47.2,0.0
1564814400000,49.12,0.0
1564814700000,45.0,0.0
1564815000000,43.04,0.0
1564815300000,44.52,0.0
1564815600000,50.28,0.0
1564815900000,64.4,0.0
1564816200000,60.28,0.0
1564816500000,54.96,0.0
1564816800000,56.32,0.0
1564817100000,58.28,0.0
1564817400000,52.8,0.0
1564817700000,52.48,0.0
1564818000000,49.64,0.0
1564818300000,49.32,0.0
1564818600000,52.36,0.0
1564818900000,54.96,0.0
1564819200000,58.76,0.0
1564819500000,53.44,0.0
1564819800000,48.04,0.0
1564820100000,38.52,0.0
1564820400000,37.48,0.0
1564820700000,32.44,0.0
1564821000000,31.68,0.0
1564821300000,30.24,0.0
1564821600000,28.36,0.0
1564821900000,25.08,0.0
1564822200000,25.2,0.0
1564822500000,26.36,0.0
1564822800000,28.56,0.0
1564823100000,26.0,0.0
1564823400000,28.6,0.0
1564823700000,26.52,0.0
1564824000000,25.36,0.0
1564824300000,26.32,0.0
1564824600000,32.48,0.0
1564824900000,27.24,0.0
1564825200000,28.24,0.0
1564825500000,25.4,0.0
1564825800000,25.68,0.0
1564826100000,26.16,0.0
1564826400000,35.08,0.0
1564826700000,30.36,0.0
1564827000000,39.8,0.0
1564827300000,36.4,0.0
1564827600000,36.2,0.0
1564827900000,35.2,0.0
1564828200000,37.36,0.0
1564828500000,39.0,0.0
1564828800000,54.12,0.0
1564829100000,40.72,0.0
1564829400000,36.32,0.0
1564829700000,46.44,0.0
1564830000000,69.08,0.0
1564830300000,60.12,0.0
1564830600000,64.0,0.0
1564830900000,41.88,0.0
1564831200000,39.0,0.0
1564831500000,49.12,0.0
1564831800000,47.2,0.0
1564832100000,48.76,0.0
1564832400000,47.88,0.0
1564832700000,56.52,0.0
1564833000000,60.72,0.0
1564833300000,57.36,0.0
1564833600000,72.84,0.0
1564833900000,53.76,0.0
1564834200000,57.28,0.0
1564834500000,53.56,0.0
1564834800000,49.16,0.0
1564835100000,47.32,0.0
1564835400000,45.12,0.0
1564835700000,43.8,0.0
1564836000000,48.92,0.0
1564836300000,47.96,0.0
1564836600000,53.16,0.0
1564836900000,55.2,0.0
1564837200000,43.44,0.0
1564837500000,47.64,0.0
1564837800000,43.96,0.0
1564838100000,38.36,0.0
1564838400000,40.04,0.0
1564838700000,30.48,0.0
1564839000000,28.36,0.0
1564839300000,28.08,0.0
1564839600000,26.92,0.0
1564839900000,27.4,0.0
1564840200000,27.68,0.0
1564840500000,31.68,0.0
1564840800000,37.52,0.0
1564841100000,38.52,0.0
1564841400000,33.12,0.0
1564841700000,30.72,0.0
1564842000000,32.24,0.0
1564842300000,31.0,0.0
1564842600000,29.48,0.0
1564842900000,29.16,0.0
1564843200000,29.6,0.0
1564843500000,29.08,0.0
1564843800000,29.8,0.0
1564844100000,26.84,0.0
1564844400000,42.52,0.0
1564844700000,30.8,0.0
1564845000000,30.76,0.0
1564845300000,25.52,0.0
1564845600000,24.88,0.0
1564845900000,24.52,0.0
1564846200000,24.48,0.0
1564846500000,23.16,0.0
1564846800000,24.12,0.0
1564847100000,23.64,0.0
1564847400000,24.44,0.0
1564847700000,26.2,0.0
1564848000000,31.76,0.0
1564848300000,42.44,0.0
1564848600000,28.56,0.0
1564848900000,29.16,0.0
1564849200000,26.24,0.0
1564849500000,30.4,0.0
1564849800000,26.56,0.0
1564850100000,25.36,0.0
1564850400000,25.12,0.0
1564850700000,26.84,0.0
1564851000000,24.84,0.0
1564851300000,25.04,0.0
1564851600000,28.16,0.0
1564851900000,25.84,0.0
1564852200000,25.12,0.0
1564852500000,26.32,0.0
1564852800000,22.72,0.0
1564853100000,25.44,0.0
1564853400000,26.44,0.0
1564853700000,23.24,0.0
1564854000000,24.72,0.0
1564854300000,23.0,0.0
1564854600000,21.08,0.0
1564854900000,21.8,0.0
1564855200000,25.16,0.0
1564855500000,23.28,0.0
1564855800000,27.2,0.0
1564856100000,22.84,0.0
1564856400000,21.64,0.0
1564856700000,21.84,0.0
1564857000000,22.6,0.0
1564857300000,24.96,0.0
1564857600000,28.64,0.0
1564857900000,24.84,0.0
1564858200000,27.6,0.0
1564858500000,28.88,0.0
1564858800000,29.4,0.0
1564859100000,31.68,0.0
1564859400000,20.68,0.0
1564859700000,21.0,0.0
1564860000000,23.48,0.0
1564860300000,23.92,0.0
1564860600000,21.2,0.0
1564860900000,19.88,0.0
1564861200000,22.56,0.0
1564861500000,20.0,0.0
1564861800000,19.84,0.0
1564862100000,20.92,0.0
1564862400000,24.24,0.0
1564862700000,37.72,0.0
1564863000000,44.44,0.0
1564863300000,29.56,0.0
1564863600000,29.4,0.0
1564863900000,23.8,0.0
1564864200000,23.76,0.0
1564864500000,22.16,0.0
1564864800000,22.28,0.0
1564865100000,20.4,0.0
1564865400000,20.72,0.0
1564865700000,22.0,0.0
1564866000000,23.4,0.0
1564866300000,22.4,0.0
1564866600000,20.76,0.0
1564866900000,20.64,0.0
1564867200000,19.48,0.0
1564867500000,21.96,0.0
1564867800000,21.84,0.0
1564868100000,21.88,0.0
1564868400000,21.88,0.0
1564868700000,27.0,0.0
1564869000000,23.56,0.0
1564869300000,20.04,0.0
1564869600000,22.24,0.0
1564869900000,21.96,0.0
1564870200000,30.44,0.0
1564870500000,23.76,0.0
1564870800000,29.68,0.0
1564871100000,27.96,0.0
1564871400000,20.16,0.0
1564871700000,17.72,0.0
1564872000000,17.64,0.0
1564872300000,16.4,0.0
1564872600000,17.12,0.0
1564872900000,16.2,0.0
1564873200000,20.08,0.0
1564873500000,23.92,0.0
1564873800000,23.92,0.0
1564874100000,22.08,0.0
1564874400000,22.0,0.0
1564874700000,22.72,0.0
1564875000000,19.92,0.0
1564875300000,17.16,0.0
1564875600000,17.6,0.0
1564875900000,18.08,0.0
1564876200000,21.28,0.0
1564876500000,18.6,0.0
1564876800000,19.6,0.0
1564877100000,19.6,0.0
1564877400000,22.8,0.0
1564877700000,16.8,0.0
1564878000000,17.28,0.0
1564878300000,19.68,0.0
1564878600000,17.72,0.0
1564878900000,18.32,0.0
1564879200000,18.4,0.0
1564879500000,15.76,0.0
1564879800000,19.44,0.0
1564880100000,27.72,0.0
1564880400000,19.8,0.0
1564880700000,41.2,0.0
1564881000000,46.28,0.0
1564881300000,49.16,0.0
1564881600000,52.48,0.0
1564881900000,49.04,0.0
1564882200000,37.48,0.0
1564882500000,35.4,0.0
1564882800000,30.28,0.0
1564883100000,32.96,0.0
1564883400000,33.24,0.0
1564883700000,32.72,0.0
1564884000000,63.32,0.0
1564884300000,41.84,0.0
1564884600000,37.6,0.0
1564884900000,18.4,0.0
1564885200000,18.28,0.0
1564885500000,17.88,0.0
1564885800000,18.72,0.0
1564886100000,26.04,0.0
1564886400000,23.84,0.0
1564886700000,24.92,0.0
1564887000000,27.12,0.0
1564887300000,23.24,0.0
1564887600000,26.64,0.0
1564887900000,25.04,0.0
